Timestamp,Vibration_X,Vibration_Y,Vibration_Z,Magnitude,Aux1,Aux2,Aux3,Raw_Data1,Raw_Data2,Raw_Data3,Raw_Extra1,Raw_Extra2,Raw_Extra3
2025-11-05 14:38:16.236,1.0,0.0,0.0,1.0,25,0,1,1,0,0,25,0,1
2025-11-05 14:38:16.304,1.0,1.0,0.0,1.4142135623730951,13,0,5,1,1,0,13,0,5
2025-11-05 14:38:16.416,6.0,3.0,0.0,6.708203932499369,13,0,7,6,3,0,13,0,7
2025-11-05 14:38:16.506,0.0,1.0,0.0,1.0,3,0,8,0,1,0,3,0,8
2025-11-05 14:38:16.625,2.0,4.0,0.0,4.47213595499958,28,0,13,2,4,0,28,0,13
2025-11-05 14:38:16.717,0.0,6.0,9.0,10.816653826391969,58,0,28,0,6,9,58,0,28
2025-11-05 14:38:16.838,5.0,2.0,5.0,7.3484692283495345,76,0,92,5,2,5,76,0,92
2025-11-05 14:38:16.895,0.0,1.0,4.0,4.123105625617661,14,0,20,0,1,4,14,0,20
2025-11-05 14:38:17.015,2.0,1.0,4.0,4.58257569495584,45,0,41,2,1,4,45,0,41
2025-11-05 14:38:17.106,1.0,1.0,9.0,9.1104335791443,45,0,40,1,1,9,45,0,40
2025-11-05 14:38:17.232,2.0,5.0,6.0,8.06225774829855,38,0,34,2,5,6,38,0,34
2025-11-05 14:38:17.316,6.0,2.0,10.0,11.832159566199232,114,0,15,6,2,10,114,0,15
2025-11-05 14:38:17.439,0.0,2.0,0.0,2.0,21,0,6,0,2,0,21,0,6
2025-11-05 14:38:17.528,1.0,1.0,2.0,2.449489742783178,22,0,13,1,1,2,22,0,13
2025-11-05 14:38:17.706,1.0,1.0,1.0,1.7320508075688772,16,0,18,1,1,1,16,0,18
2025-11-05 14:38:17.706,0.0,0.0,0.0,0.0,2,0,28,0,0,0,2,0,28
2025-11-05 14:38:17.829,1.0,0.0,0.0,1.0,10,0,33,1,0,0,10,0,33
